Name,Num,By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Jonas Jerebko,#8,2017-18 ,UTA,8,7.3,2.0,0.9,2.1,41.2,0.0,0.5,0.0,0.3,0.3,100,0.5,1.1,1.6,0.1,0.1,0.4,0.0,1.0,5.1,0,0,-0.5
Alec Burks,#10,2017-18 ,UTA,7,11.3,8.6,3.3,6.7,48.9,0.9,2.1,40.0,1.1,1.4,80.0,0.0,2.4,2.4,1.6,0.7,0.4,0.1,1.1,14.8,0,0,2.4
Alec Burks,#10,2011-12 ,UTA,4,15.8,6.5,1.8,7.0,25.0,0.0,0.5,0.0,3.0,3.5,85.7,1.3,1.5,2.8,0.8,0.8,0.5,0.0,1.0,11.7,0,0,-3.8
Dante Exum,#11,2017-18 ,UTA,9,11.5,4.7,1.8,3.9,45.7,0.2,0.7,33.3,0.9,1.1,80.0,0.4,1.1,1.6,1.0,1.7,0.1,0.1,1.3,7.0,0,0,-1.4
Dante Exum,#11,2016-17 ,UTA,7,12.0,4.6,1.6,3.9,40.7,0.6,1.7,33.3,0.9,0.9,100,0.3,0.6,0.9,1.3,0.4,0.7,0.0,1.4,9.2,0,0,-1.6
Tony Bradley,#13,2017-18 ,UTA,1,1.9,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.2,0,0,2.0
Derrick Favors,#15,2017-18 ,UTA,9,28.5,10.1,4.1,7.0,58.7,0.2,0.6,40.0,1.7,3.3,50.0,2.0,3.6,5.6,1.3,1.0,0.8,1.2,1.7,23.8,1,0,3.8
Derrick Favors,#15,2016-17 ,UTA,11,20.4,7.5,3.3,5.6,58.1,0.0,0.0,0.0,1.0,2.1,47.8,1.4,4.1,5.5,0.9,0.4,0.7,0.5,2.3,18.9,1,0,-2.5
Derrick Favors,#15,2011-12 ,UTA,4,29.1,11.8,3.8,9.0,41.7,0.0,0.0,0.0,4.3,7.3,58.6,3.5,6.0,9.5,0.5,1.3,1.3,1.5,2.8,30.9,2,0,-0.3
Erik McCree,#21,2017-18 ,UTA,4,1.9,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.8,0,0,-2.3
Thabo Sefolosha,#22,2017-18 ,UTA,38,21.2,8.2,3.1,6.3,49.2,0.8,2.2,38.1,1.2,1.4,81.5,0.8,3.5,4.2,0.9,0.8,1.4,0.3,1.6,18.9,2,0,1.5
Royce O'Neale,#23,2017-18 ,UTA,9,21.5,5.9,2.1,4.3,48.7,1.0,2.6,39.1,0.7,1.4,46.2,0.3,3.0,3.3,1.4,1.2,1.0,0.4,2.4,15.2,0,0,-5.4
Raul Neto,#25,2017-18 ,UTA,6,6.2,2.0,0.7,1.3,50.0,0.0,0.3,0.0,0.7,0.7,100,0.0,1.2,1.2,0.8,0.2,0.3,0.0,0.7,5.5,0,0,2.7
Raul Neto,#25,2016-17 ,UTA,9,6.7,2.6,0.9,1.4,61.5,0.3,0.7,50.0,0.4,0.4,100,0.0,0.8,0.8,0.4,0.3,0.1,0.1,0.9,4.5,0,0,-1.8
Rudy Gobert,#27,2017-18 ,UTA,9,35.2,13.6,5.0,7.6,66.2,0.0,0.0,0.0,3.6,5.8,61.5,3.9,7.1,11.0,1.2,2.0,0.9,1.9,3.4,34.9,6,0,-0.3
Rudy Gobert,#27,2016-17 ,UTA,9,27.3,11.6,4.4,7.0,63.5,0.0,0.0,0.0,2.7,5.6,48.0,2.4,7.4,9.9,1.2,1.0,1.0,1.3,3.3,31.3,5,0,-5.7
Georges Niang,#31,2017-18 ,UTA,9,3.5,1.0,0.4,1.2,36.4,0.0,0.4,0.0,0.1,0.2,50.0,0.3,0.7,1.0,0.3,0.3,0.2,0.0,0.1,3.0,0,0,-1.4
Ekpe Udoh,#33,2017-18 ,UTA,6,3.5,0.3,0.2,0.2,100,0.0,0.0,0.0,0.0,0.7,0.0,0.2,0.3,0.5,0.0,0.2,0.0,0.3,0.3,1.8,0,0,-0.8
Donovan Mitchell,#45,2017-18 ,UTA,9,37.7,24.3,9.4,22.4,42.1,2.3,7.3,31.8,3.1,3.4,90.3,0.8,5.0,5.8,3.9,2.9,1.2,0.4,2.9,39.2,3,0,-1.8
Jae Crowder,#99,2017-18 ,UTA,9,28.4,11.0,3.6,9.6,37.2,2.2,6.0,37.0,1.7,2.7,62.5,0.2,4.6,4.8,1.9,1.2,1.4,0.0,2.6,22.7,1,0,-5.7
Patrick McCaw,#0,2017-18 ,GSW,57,16.9,4.0,1.6,3.9,40.9,0.3,1.4,23.8,0.5,0.6,76.5,0.3,1.2,1.4,1.4,0.7,0.8,0.2,1.2,9.9,0,0,-1.5
Patrick McCaw,#0,2016-17 ,GSW,71,15.1,4.0,1.5,3.5,43.3,0.6,1.7,33.3,0.4,0.5,78.4,0.3,1.1,1.4,1.1,0.5,0.5,0.2,0.9,8.8,0,0,-0.6
JaVale McGee,#1,2017-18 ,GSW,7,13.9,6.6,2.9,4.9,58.8,0.0,0.0,0.0,0.9,1.1,75.0,1.7,2.6,4.3,0.6,0.6,0.4,0.9,2.0,15.9,0,0,-0.6
JaVale McGee,#1,2016-17 ,GSW,16,9.3,5.9,2.6,3.5,73.2,0.0,0.0,0.0,0.8,1.1,72.2,1.4,1.6,3.0,0.3,0.5,0.1,0.9,1.9,12.6,0,0,4.9
Jordan Bell,#2,2017-18 ,GSW,5,4.9,0.8,0.2,1.0,20.0,0.0,0.0,0.0,0.4,0.8,50.0,0.4,0.6,1.0,1.0,0.0,0.4,0.4,0.2,5.9,0,0,-2.2
David West,#3,2017-18 ,GSW,8,13.9,5.0,2.3,3.5,64.3,0.0,0.1,0.0,0.5,0.5,100,0.9,2.4,3.3,2.5,0.8,0.8,0.8,1.5,16.4,0,0,1.9
David West,#3,2016-17 ,GSW,17,13.0,4.5,2.0,3.5,57.6,0.1,0.1,50.0,0.4,0.5,77.8,0.4,2.3,2.7,2.1,0.6,0.4,0.8,1.5,13.8,0,0,0.6
Quinn Cook,#4,2017-18 ,GSW,7,16.2,6.0,2.1,5.6,38.5,0.6,2.4,23.5,1.1,1.4,80.0,0.1,2.0,2.1,1.1,0.4,0.1,0.3,0.9,11.1,0,0,3.1
Kevon Looney,#5,2017-18 ,GSW,8,21.1,4.9,2.0,3.6,55.2,0.0,0.3,0.0,0.9,1.6,53.8,1.8,3.0,4.8,1.5,0.6,0.9,0.5,2.6,16.3,0,0,6.8
Nick Young,#6,2017-18 ,GSW,8,8.3,2.1,0.6,2.3,27.8,0.6,2.1,29.4,0.3,0.4,66.7,0.0,0.5,0.5,0.1,0.1,0.1,0.0,0.6,3.2,0,0,-2.1
Andre Iguodala,#9,2017-18 ,GSW,8,27.6,8.6,3.0,6.1,49.0,1.1,2.9,39.1,1.5,2.5,60.0,0.6,4.4,5.0,3.0,0.9,1.0,0.4,1.8,22.4,0,0,4.4
Andre Iguodala,#9,2016-17 ,GSW,16,26.2,7.2,2.9,6.3,45.5,0.5,2.6,19.0,0.9,1.6,57.7,0.6,3.5,4.1,3.2,1.0,0.9,0.4,1.8,19.8,0,0,6.6
Andre Iguodala,#9,2015-16 ,GSW,24,32.0,8.9,3.3,6.8,47.6,1.0,2.7,38.5,1.3,2.4,56.1,1.5,2.9,4.4,3.8,1.0,1.2,0.4,1.5,23.7,1,0,2.6
Andre Iguodala,#9,2014-15 ,GSW,21,30.2,10.4,3.9,8.1,47.4,1.4,3.9,35.4,1.3,3.1,41.5,0.8,3.7,4.5,3.6,0.7,1.2,0.3,2.0,25.0,0,0,3.3
Andre Iguodala,#9,2013-14 ,GSW,7,35.5,13.1,4.6,8.9,51.6,1.1,2.1,53.3,2.9,4.7,60.6,0.7,4.0,4.7,4.4,3.0,1.3,0.3,2.7,27.2,0,0,-5.7
Klay Thompson,#11,2017-18 ,GSW,8,38.2,22.0,8.6,18.9,45.7,3.1,7.5,41.7,1.6,1.6,100,0.6,3.6,4.3,2.5,1.6,0.3,0.4,2.3,31.1,0,0,2.8
Klay Thompson,#11,2016-17 ,GSW,17,35.0,15.0,5.5,13.9,39.7,2.4,6.2,38.7,1.5,1.9,78.8,0.6,3.2,3.9,2.1,1.4,0.8,0.3,2.6,24.7,0,0,11.3
Klay Thompson,#11,2015-16 ,GSW,24,35.4,24.3,8.4,18.9,44.4,4.1,9.6,42.4,3.4,4.0,85.4,0.6,3.0,3.7,2.3,2.0,1.1,0.4,2.2,34.4,0,0,2.7
Klay Thompson,#11,2014-15 ,GSW,21,36.2,18.6,7.1,15.9,44.6,2.7,7.0,39.0,1.7,2.1,80.0,0.4,3.4,3.9,2.6,2.0,0.8,0.9,3.0,30.2,0,0,5.7
Klay Thompson,#11,2013-14 ,GSW,7,36.7,16.4,5.7,14.0,40.8,2.3,6.3,36.4,2.7,3.4,79.2,0.6,2.9,3.4,3.6,2.1,1.0,0.7,3.4,28.9,0,0,-3.1
Klay Thompson,#11,2012-13 ,GSW,12,41.3,15.2,6.3,14.5,43.7,2.1,4.9,42.4,0.4,0.5,83.3,0.8,3.8,4.6,1.8,2.0,1.0,0.6,3.7,26.2,1,0,2.7
Damian Jones,#15,2017-18 ,GSW,4,2.7,1.0,0.3,0.5,50.0,0.0,0.0,0.0,0.5,0.8,66.7,0.3,0.5,0.8,0.0,0.8,0.0,0.0,1.0,1.2,0,0,-5.0
Damian Jones,#15,2016-17 ,GSW,4,5.2,1.8,0.8,1.8,42.9,0.0,0.0,0.0,0.3,0.5,50.0,1.0,0.5,1.5,0.0,0.0,0.5,0.3,0.8,5.8,0,0,-2.0
Draymond Green,#23,2017-18 ,GSW,8,37.0,13.0,4.4,10.5,41.7,1.6,4.9,33.3,2.6,3.4,77.8,2.6,8.9,11.5,9.0,3.0,1.4,1.1,3.4,44.8,5,1,6.6
Draymond Green,#23,2016-17 ,GSW,17,34.9,13.1,4.2,9.5,44.7,1.9,4.6,41.0,2.7,3.9,68.7,1.2,7.9,9.1,6.5,2.1,1.8,1.6,3.5,42.0,5,1,13.4
Draymond Green,#23,2015-16 ,GSW,23,38.2,15.4,5.2,12.0,43.1,1.7,4.5,36.5,3.4,4.7,73.8,1.7,8.3,9.9,6.0,2.4,1.6,1.8,3.5,44.1,9,1,6.1
Draymond Green,#23,2014-15 ,GSW,21,37.3,13.7,4.8,11.4,41.7,1.1,4.3,26.4,3.0,4.1,73.6,2.2,7.9,10.1,5.2,2.8,1.8,1.2,4.2,39.9,12,1,9.1
Draymond Green,#23,2013-14 ,GSW,7,32.5,11.9,4.0,8.6,46.7,1.1,4.1,27.6,2.7,3.4,79.2,2.6,5.7,8.3,2.9,2.4,1.7,1.7,4.7,33.9,3,0,2.9
Draymond Green,#23,2012-13 ,GSW,12,18.6,5.8,2.0,4.7,42.9,0.8,1.9,39.1,1.1,1.4,76.5,1.2,3.1,4.3,1.6,1.0,0.5,0.8,2.9,16.3,1,0,-0.1
Chris Boucher,#25,2017-18 ,GSW,1,1.3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,-2.0
Zaza Pachulia,#27,2017-18 ,GSW,1,5.0,3.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,2.0,50.0,3.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,12.0,0,0,5.0
Zaza Pachulia,#27,2016-17 ,GSW,15,14.1,5.1,2.1,4.0,53.3,0.0,0.1,0.0,0.9,1.1,76.5,1.2,2.6,3.8,0.8,0.9,0.5,0.3,2.1,12.4,0,0,5.5
Stephen Curry,#30,2017-18 ,GSW,2,27.9,23.5,7.0,17.0,41.2,4.0,9.5,42.1,5.5,5.5,100,1.0,5.5,6.5,2.0,4.5,3.5,1.0,1.5,43.3,0,0,7.0
Stephen Curry,#30,2016-17 ,GSW,17,35.3,28.1,8.9,18.4,48.4,4.2,10.1,41.9,6.1,6.7,90.4,1.3,4.9,6.2,6.7,3.4,2.0,0.2,2.2,48.9,5,1,14.4
Stephen Curry,#30,2015-16 ,GSW,18,34.1,25.1,8.2,18.8,43.8,4.4,11.0,40.4,4.2,4.6,91.6,0.8,4.7,5.5,5.2,4.2,1.4,0.3,2.2,40.5,3,0,2.7
Stephen Curry,#30,2014-15 ,GSW,21,39.3,28.3,9.5,20.9,45.6,4.7,11.0,42.2,4.6,5.5,83.5,1.0,4.0,5.0,6.4,3.9,1.9,0.1,2.2,46.0,1,0,7.8
Stephen Curry,#30,2013-14 ,GSW,7,42.3,23.0,7.3,16.6,44.0,3.1,8.1,38.6,5.3,6.0,88.1,0.6,3.0,3.6,8.4,3.7,1.7,0.1,2.6,41.8,1,0,0.3
Stephen Curry,#30,2012-13 ,GSW,12,41.4,23.4,8.5,19.6,43.4,3.5,8.8,39.6,2.9,3.2,92.1,0.4,3.4,3.8,8.1,3.3,1.7,0.2,2.9,42.3,3,0,4.3
Shaun Livingston,#34,2017-18 ,GSW,8,18.8,7.9,3.0,6.4,47.1,0.0,0.1,0.0,1.9,2.0,93.8,0.6,1.5,2.1,2.1,0.9,0.4,0.1,1.4,14.2,0,0,5.5
Shaun Livingston,#34,2016-17 ,GSW,14,15.7,5.2,2.4,4.2,57.6,0.0,0.0,0.0,0.4,0.5,71.4,0.7,1.4,2.1,1.4,0.7,0.4,0.1,1.7,10.6,0,0,2.5
Shaun Livingston,#34,2015-16 ,GSW,24,21.4,8.2,3.4,7.0,48.8,0.0,0.0,0.0,1.3,1.5,86.5,0.5,2.6,3.2,3.3,1.2,0.5,0.2,2.0,17.9,0,0,3.3
Shaun Livingston,#34,2014-15 ,GSW,21,17.8,5.0,2.0,3.8,53.2,0.0,0.0,0.0,1.0,1.2,84.0,0.6,1.8,2.4,1.8,1.0,0.4,0.2,1.5,11.5,0,0,3.4
Kevin Durant,#35,2017-18 ,GSW,8,36.8,27.3,9.6,20.3,47.5,2.0,7.4,27.1,6.0,6.6,90.6,0.5,7.6,8.1,4.8,3.1,0.9,1.1,1.8,47.0,2,0,6.0
Kevin Durant,#35,2016-17 ,GSW,15,35.5,28.5,9.9,17.9,55.6,2.5,5.7,44.2,6.1,6.9,89.3,1.1,6.9,7.9,4.3,2.5,0.8,1.3,2.6,48.3,6,0,11.8
Sindarius Thornwell,#0,2017-18 ,LAC,73,15.8,3.9,1.4,3.2,42.9,0.3,0.8,37.7,0.8,1.2,67.0,0.5,1.5,1.9,0.9,0.7,0.7,0.3,1.7,9.8,0,0,-1.4
Jawun Evans,#1,2017-18 ,LAC,48,16.2,4.8,1.9,5.3,35.2,0.3,1.1,27.8,0.8,1.0,77.6,0.2,1.6,1.8,2.1,0.9,0.8,0.1,2.0,11.7,0,0,0.2
Milos Teodosic,#4,2017-18 ,LAC,45,25.2,9.5,3.4,8.0,41.9,2.0,5.2,37.9,0.9,1.0,84.8,0.4,2.4,2.8,4.6,2.2,0.5,0.1,2.3,19.6,0,0,1.9
Montrezl Harrell,#5,2017-18 ,LAC,76,17.0,11.0,4.6,7.2,63.5,0.0,0.1,14.3,1.8,2.9,62.6,1.4,2.7,4.0,1.0,0.9,0.5,0.7,1.9,19.9,0,0,0.7
DeAndre Jordan,#6,2017-18 ,LAC,77,31.5,12.0,4.8,7.5,64.5,0.0,0.0,0.0,2.4,4.1,58.0,4.3,10.9,15.2,1.5,1.8,0.5,0.9,2.6,35.1,46,0,-1.7
DeAndre Jordan,#6,2016-17 ,LAC,81,31.7,12.7,5.1,7.1,71.4,0.0,0.0,0.0,2.5,5.2,48.2,3.7,10.1,13.8,1.2,1.4,0.6,1.7,2.6,36.4,41,0,5.7
DeAndre Jordan,#6,2015-16 ,LAC,77,33.7,12.7,4.6,6.6,70.3,0.0,0.0,0.0,3.5,8.0,43.0,3.5,10.3,13.8,1.2,1.4,0.7,2.3,2.7,38.5,49,0,5.7
DeAndre Jordan,#6,2014-15 ,LAC,82,34.4,11.5,4.6,6.5,71.0,0.0,0.0,25.0,2.3,5.7,39.7,4.8,10.1,15.0,0.7,1.3,1.0,2.2,3.0,38.9,47,0,7.6
DeAndre Jordan,#6,2013-14 ,LAC,82,35.0,10.4,4.2,6.3,67.6,0.0,0.0,0.0,2.0,4.6,42.8,4.0,9.5,13.6,0.9,1.5,1.0,2.5,3.2,36.9,42,0,6.0
DeAndre Jordan,#6,2012-13 ,LAC,82,24.5,8.8,3.8,6.0,64.3,0.0,0.0,0.0,1.2,3.0,38.6,2.6,4.7,7.2,0.3,1.2,0.6,1.4,2.3,22.7,12,0,3.4
DeAndre Jordan,#6,2011-12 ,LAC,66,27.2,7.4,3.1,4.9,63.2,0.0,0.0,0.0,1.1,2.1,52.5,3.1,5.2,8.3,0.3,1.1,0.5,2.0,2.9,24.0,8,0,2.4
DeAndre Jordan,#6,2010-11 ,LAC,80,25.6,7.1,2.9,4.3,68.6,0.0,0.0,0.0,1.2,2.7,45.2,2.6,4.6,7.2,0.5,1.3,0.5,1.8,3.2,22.1,8,0,-1.3
DeAndre Jordan,#6,2009-10 ,LAC,70,16.2,4.8,2.1,3.4,60.5,0.0,0.0,0.0,0.7,1.8,37.5,1.7,3.3,5.0,0.3,1.1,0.2,0.9,2.2,13.6,8,0,-3.6
DeAndre Jordan,#6,2008-09 ,LAC,53,14.6,4.3,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.8,0.2,1.1,1.8,13.2,3,0,-4.6
Sam Dekker,#7,2017-18 ,LAC,73,12.1,4.2,1.8,3.5,49.4,0.1,0.8,16.7,0.5,0.8,66.1,0.6,1.8,2.4,0.5,0.5,0.3,0.1,1.0,8.7,0,0,0.8
Danilo Gallinari,#8,2017-18 ,LAC,21,32.0,15.3,4.9,12.2,39.8,1.7,5.3,32.4,3.9,4.1,93.1,0.4,4.4,4.8,2.0,1.2,0.6,0.5,1.4,25.9,0,0,0.5
C.J. Williams,#9,2017-18 ,LAC,38,18.6,5.5,2.3,5.2,44.2,0.6,2.1,28.2,0.3,0.4,81.3,0.3,1.2,1.5,1.1,0.5,0.8,0.3,1.7,11.9,0,0,-0.9
Avery Bradley,#11,2017-18 ,TOT,46,31.2,14.3,5.6,13.6,41.4,1.6,4.4,36.9,1.4,1.8,76.8,0.5,2.0,2.5,2.0,2.2,1.1,0.2,2.0,22.0,0,0,-2.7
Tyrone Wallace,#12,2017-18 ,LAC,30,28.4,9.7,3.7,8.2,44.5,0.3,1.3,25.0,2.0,2.6,78.2,0.7,2.8,3.5,2.4,1.5,0.9,0.4,2.8,19.9,0,0,-0.8
Patrick Beverley,#21,2017-18 ,LAC,11,30.3,12.2,4.4,10.8,40.3,2.2,5.5,40.0,1.3,1.5,82.4,1.5,2.6,4.1,2.9,2.3,1.6,0.5,3.1,25.5,0,0,2.4
Lou Williams,#23,2017-18 ,LAC,79,32.8,22.6,7.4,16.9,43.5,2.4,6.6,35.9,5.5,6.2,88.0,0.5,2.0,2.5,5.3,3.0,1.1,0.2,1.3,34.5,7,0,1.5
Austin Rivers,#25,2017-18 ,LAC,61,33.7,15.1,5.6,13.2,42.4,2.2,5.9,37.8,1.7,2.6,64.2,0.4,1.9,2.4,4.0,1.8,1.2,0.3,2.5,26.5,0,0,-1.0
Austin Rivers,#25,2016-17 ,LAC,74,27.8,12.0,4.4,9.9,44.2,1.5,4.0,37.1,1.8,2.6,69.1,0.3,1.9,2.2,2.8,1.6,0.6,0.1,2.5,19.6,0,0,0.0
Austin Rivers,#25,2015-16 ,LAC,67,21.8,8.9,3.4,7.7,43.8,0.9,2.8,33.5,1.2,1.7,68.1,0.3,1.6,1.9,1.5,0.9,0.7,0.1,2.0,15.0,0,0,-2.4
Austin Rivers,#25,2014-15 ,LAC,41,19.3,7.1,2.9,6.7,42.7,0.6,2.0,30.9,0.8,1.3,58.2,0.4,1.7,2.0,1.7,0.9,0.7,0.2,2.0,13.9,0,0,-2.0
Wesley Johnson,#33,2017-18 ,LAC,74,20.1,5.4,2.0,5.0,40.8,0.8,2.4,33.9,0.6,0.8,74.1,0.4,2.5,2.9,0.8,0.7,1.0,0.8,2.0,15.0,1,0,-0.8
Wesley Johnson,#33,2016-17 ,LAC,68,11.9,2.7,1.1,2.9,36.5,0.4,1.7,24.6,0.2,0.3,64.7,0.4,2.3,2.7,0.3,0.3,0.4,0.4,1.2,8.8,0,0,-0.8
Wesley Johnson,#33,2015-16 ,LAC,80,20.8,6.9,2.6,6.4,40.4,1.3,3.9,33.3,0.4,0.6,65.2,0.5,2.6,3.1,0.6,0.7,1.1,0.7,2.2,16.3,0,0,1.5
Tobias Harris,#34,2017-18 ,TOT,80,33.3,18.6,7.0,15.3,46.0,2.3,5.6,41.1,2.2,2.7,82.9,0.7,4.7,5.5,2.4,1.3,0.9,0.4,2.1,31.4,3,0,-1.4
Tobias Harris,#34,2015-16 ,TOT,76,33.1,14.7,5.5,11.7,46.9,1.1,3.1,33.5,2.7,3.2,83.1,1.3,5.4,6.7,2.2,1.4,0.9,0.5,2.0,28.8,12,0,0.3
Tobias Harris,#34,2012-13 ,TOT,55,23.6,11.0,4.2,9.3,45.5,0.6,2.0,31.5,1.9,2.5,75.2,1.3,3.9,5.2,1.3,1.2,0.6,0.8,2.2,22.1,9,0,-3.1
Boban Marjanovic,#51,2017-18 ,TOT,39,8.7,6.0,2.0,3.8,53.4,0.0,0.0,0.0,2.0,2.5,79.4,1.2,2.5,3.7,0.6,0.9,0.3,0.3,1.3,12.0,1,0,1.4
Kyle Kuzma,#0,2017-18 ,LAL,77,31.2,16.1,6.1,13.5,45.0,2.1,5.6,36.6,1.9,2.7,70.7,1.1,5.1,6.3,1.8,1.8,0.6,0.4,2.1,27.8,17,0,-1.6
Kentavious Caldwell-Pope,#1,2017-18 ,LAL,74,33.2,13.4,4.6,10.8,42.6,2.1,5.6,38.3,2.1,2.6,78.9,0.8,4.4,5.2,2.2,1.3,1.4,0.2,2.0,26.6,4,0,-0.6
Lonzo Ball,#2,2017-18 ,LAL,52,34.2,10.2,3.9,10.8,36.0,1.7,5.7,30.5,0.6,1.4,45.1,1.3,5.6,6.9,7.2,2.6,1.7,0.8,2.3,34.3,13,2,-0.4
Isaiah Thomas,#4,2017-18 ,TOT,32,26.9,15.2,4.9,13.2,37.3,1.7,5.9,29.3,3.7,4.1,89.3,0.5,1.6,2.1,4.8,3.0,0.5,0.1,1.8,23.6,0,0,-3.7
Isaiah Thomas,#4,2014-15 ,TOT,67,25.8,16.4,5.0,11.9,42.1,1.9,5.2,37.3,4.5,5.2,86.8,0.5,1.8,2.3,4.2,2.1,0.9,0.1,2.2,26.2,0,0,2.6
Alex Caruso,#4,2017-18 ,LAL,37,15.2,3.6,1.4,3.1,43.1,0.4,1.2,30.2,0.6,0.8,70.0,0.4,1.4,1.8,2.0,1.1,0.6,0.3,1.4,10.3,0,0,-0.1
Josh Hart,#5,2017-18 ,LAL,63,23.2,7.9,2.8,6.0,46.9,1.2,3.1,39.6,1.0,1.5,70.2,0.7,3.5,4.2,1.3,0.7,0.7,0.3,1.7,17.0,8,0,-1.2
Luol Deng,#9,2017-18 ,LAL,1,13.1,2.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.5,0,0,-7.0
Luol Deng,#9,2016-17 ,LAL,56,26.5,7.6,2.9,7.6,38.7,0.9,2.9,30.9,0.8,1.1,73.0,1.1,4.1,5.3,1.3,0.8,0.9,0.4,1.1,18.8,5,0,-3.5
Tyler Ennis,#10,2017-18 ,LAL,54,12.7,4.1,1.7,4.1,42.0,0.3,1.0,25.0,0.4,0.5,75.9,0.4,1.4,1.8,1.9,0.7,0.6,0.2,1.4,10.7,1,0,-0.4
Tyler Ennis,#10,2016-17 ,LAL,22,17.8,7.7,3.0,6.5,45.1,1.0,2.5,38.9,0.9,1.0,86.4,0.2,1.0,1.2,2.4,1.0,0.9,0.1,1.3,14.6,0,0,2.4
Brook Lopez,#11,2017-18 ,LAL,74,23.4,13.0,5.0,10.7,46.5,1.5,4.4,34.5,1.5,2.1,70.3,1.0,3.0,4.0,1.7,1.3,0.4,1.3,2.6,24.2,4,0,-1.1
Channing Frye,#12,2017-18 ,TOT,53,13.1,5.0,2.0,4.0,49.1,0.7,2.2,33.9,0.3,0.4,89.5,0.2,2.3,2.5,0.7,0.4,0.3,0.2,1.3,10.5,0,0,2.2
Channing Frye,#12,2015-16 ,TOT,70,17.1,6.1,2.2,5.0,43.8,1.3,3.4,38.7,0.4,0.5,85.7,0.5,2.8,3.3,1.0,0.6,0.4,0.4,1.8,13.4,0,0,1.5
Brandon Ingram,#14,2017-18 ,LAL,59,33.5,16.1,6.1,12.9,47.0,0.7,1.8,39.0,3.3,4.8,68.1,1.0,4.4,5.3,3.9,2.5,0.8,0.7,2.8,30.3,6,0,-2.2
Brandon Ingram,#14,2016-17 ,LAL,79,28.9,9.4,3.5,8.7,40.2,0.7,2.4,29.4,1.7,2.7,62.1,0.8,3.2,4.0,2.1,1.5,0.6,0.5,2.0,19.1,0,0,-4.8
Andre Ingram,#20,2017-18 ,LAL,2,32.1,12.0,4.0,8.5,47.1,2.5,4.5,55.6,1.5,1.5,100,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,28.4,0,0,10.0
Travis Wear,#21,2017-18 ,LAL,17,13.4,4.4,1.5,4.2,34.7,1.0,2.8,36.2,0.5,0.5,100,0.0,2.2,2.2,0.4,0.4,0.2,0.3,1.8,8.9,0,0,0.6
Gary Payton II,#23,2017-18 ,TOT,23,9.6,3.0,1.3,3.2,40.5,0.3,1.1,24.0,0.1,0.4,33.3,0.6,1.3,1.9,0.9,0.3,0.3,0.1,1.3,7.7,1,0,0.5
Julius Randle,#30,2017-18 ,LAL,82,26.7,16.1,6.1,11.0,55.8,0.1,0.5,22.2,3.7,5.2,71.8,2.2,5.8,8.0,2.6,2.6,0.5,0.5,3.3,30.2,28,1,-1.0
Julius Randle,#30,2016-17 ,LAL,74,28.8,13.2,5.1,10.4,48.8,0.2,0.9,27.0,2.8,3.8,72.3,2.0,6.6,8.6,3.6,2.3,0.7,0.5,3.4,30.0,18,3,-6.1
Julius Randle,#30,2015-16 ,LAL,81,28.2,11.3,4.4,10.3,42.9,0.1,0.4,27.8,2.4,3.3,71.5,2.1,8.1,10.2,1.8,1.8,0.7,0.4,3.0,27.5,34,1,-8.4
Julius Randle,#30,2014-15 ,LAL,1,13.6,2.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0,0,-18.0
Thomas Bryant,#31,2017-18 ,LAL,15,4.8,1.5,0.5,1.4,38.1,0.1,0.7,10.0,0.3,0.6,55.6,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,3.9,0,0,-0.6
Ivica Zubac,#40,2017-18 ,LAL,43,9.5,3.7,1.4,2.8,50.0,0.0,0.0,0.0,0.9,1.2,76.5,1.0,1.8,2.9,0.6,0.6,0.2,0.3,1.1,9.0,1,0,1.0
Ivica Zubac,#40,2016-17 ,LAL,38,16.0,7.5,3.3,6.3,52.9,0.0,0.1,0.0,0.8,1.3,65.3,1.1,3.1,4.2,0.8,0.8,0.4,0.9,1.7,16.6,4,0,-3.5
Marquese Chriss,#0,2017-18 ,PHX,72,21.2,7.7,2.8,6.6,42.3,0.8,2.6,29.5,1.3,2.2,60.8,1.1,4.4,5.5,1.2,1.5,0.7,1.0,2.8,19.6,5,0,-4.2
