Name,Num,By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Darren Collison,#2,2010-11 ,IND,5,29.2,9.4,3.6,9.2,39.1,0.8,1.2,66.7,1.4,2.2,63.6,0.8,1.8,2.6,4.0,1.8,1.0,0.4,1.4,20.9,0,0,-4.8
Joe Young,#3,2017-18 ,IND,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,2.0
Joe Young,#3,2015-16 ,IND,4,2.6,2.3,0.8,2.0,37.5,0.3,1.0,25.0,0.5,0.5,100,0.0,0.3,0.3,0.3,0.5,0.0,0.0,0.8,2.4,0,0,-1.0
Victor Oladipo,#4,2017-18 ,IND,7,37.2,22.7,7.6,18.1,41.7,3.3,8.1,40.4,4.3,5.9,73.2,0.4,7.9,8.3,6.0,3.4,2.4,0.4,1.6,46.8,3,1,8.0
Edmond Sumner,#5,2017-18 ,IND,1,2.2,2.0,1.0,1.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,-6.0
Cory Joseph,#6,2017-18 ,IND,7,20.5,4.7,1.7,4.7,36.4,0.4,1.6,27.3,0.9,0.9,100,0.3,2.1,2.4,3.0,0.6,1.3,0.3,1.4,16.3,0,0,1.3
Domantas Sabonis,#11,2017-18 ,IND,7,23.7,12.4,5.1,8.9,58.1,0.1,1.0,14.3,2.0,2.6,77.8,2.0,2.6,4.6,0.7,1.0,0.1,0.3,3.1,19.3,0,0,1.9
Ike Anigbogu,#13,2017-18 ,IND,11,2.7,1.2,0.4,0.8,44.4,0.0,0.0,0.0,0.5,0.5,83.3,0.5,0.4,0.8,0.0,0.2,0.1,0.3,0.1,3.1,0,0,-1.3
Trevor Booker,#20,2017-18 ,IND,7,9.1,2.6,0.9,1.4,60.0,0.0,0.1,0.0,0.9,1.0,85.7,0.7,1.9,2.6,0.0,0.1,0.1,0.1,1.7,6.4,0,0,0.4
Thaddeus Young,#21,2017-18 ,IND,7,33.8,11.3,5.1,8.6,60.0,0.3,1.0,28.6,0.7,1.9,38.5,3.1,4.6,7.7,1.4,1.0,1.7,0.9,3.1,29.4,2,0,2.0
Thaddeus Young,#21,2016-17 ,IND,4,35.0,12.0,5.3,9.8,53.8,0.3,1.0,25.0,1.3,2.5,50.0,5.5,3.5,9.0,2.5,1.5,2.0,0.3,2.8,31.8,2,0,-3.3
TJ Leaf,#22,2017-18 ,IND,1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.0
Al Jefferson,#25,2017-18 ,IND,36,13.4,7.0,3.1,5.8,53.4,0.0,0.1,0.0,0.8,1.0,83.3,0.8,3.1,4.0,0.8,0.6,0.4,0.6,1.8,15.7,1,0,-0.3
Al Jefferson,#25,2016-17 ,IND,66,14.1,8.1,3.6,7.1,49.9,0.0,0.0,0.0,1.0,1.3,76.5,1.1,3.1,4.2,0.9,0.5,0.3,0.2,1.9,15.5,1,0,-1.5
Ben Moore,#26,2017-18 ,IND,2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,1.4,0,0,-7.5
Myles Turner,#33,2017-18 ,IND,7,28.0,12.4,4.7,7.7,61.1,0.9,1.9,46.2,2.1,2.7,78.9,0.9,4.3,5.1,0.6,1.6,0.3,0.6,3.6,20.5,0,0,5.7
Myles Turner,#33,2016-17 ,IND,4,33.3,10.8,4.8,11.0,43.2,0.0,1.5,0.0,1.3,2.0,62.5,1.5,5.3,6.8,0.8,1.5,1.8,1.3,3.8,27.5,0,0,2.3
Myles Turner,#33,2015-16 ,IND,7,28.2,10.3,4.7,10.1,46.5,0.0,0.3,0.0,0.9,1.3,66.7,2.3,4.1,6.4,0.4,1.7,0.3,3.3,3.4,27.6,0,0,2.0
Glenn Robinson III,#40,2017-18 ,IND,2,2.8,1.0,0.5,0.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.6,0,0,0.5
Glenn Robinson III,#40,2016-17 ,IND,3,10.3,5.0,2.0,2.0,100,0.7,0.7,100,0.3,0.7,50.0,0.0,1.0,1.0,0.3,0.0,0.0,0.0,0.7,6.7,0,0,-1.0
Glenn Robinson III,#40,2015-16 ,IND,4,2.6,1.8,0.8,1.0,75.0,0.0,0.0,0.0,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2.5,0,0,-1.0
Bojan Bogdanovic,#44,2017-18 ,IND,7,34.0,12.4,4.6,11.6,39.5,2.4,6.4,37.8,0.9,1.4,60.0,0.1,3.3,3.4,1.9,1.9,0.9,0.0,3.3,20.0,0,0,4.7
Xavier Munford,#0,2017-18 ,MIL,6,3.5,0.5,0.2,1.0,16.7,0.0,0.3,0.0,0.2,0.3,50.0,0.2,0.0,0.2,0.7,0.3,0.2,0.0,0.7,1.9,0,0,-2.0
Jason Terry,#3,2017-18 ,MIL,3,14.6,2.0,0.7,1.7,40.0,0.7,1.7,40.0,0.0,0.0,0.0,0.3,0.3,0.7,0.7,0.3,0.3,0.0,0.7,4.5,0,0,0.3
Jason Terry,#3,2016-17 ,MIL,6,11.3,2.5,1.0,3.0,33.3,0.3,1.7,20.0,0.2,0.2,100,0.3,1.0,1.3,0.8,0.3,0.5,0.2,1.2,7.0,0,0,0.0
D.J. Wilson,#5,2017-18 ,MIL,22,3.2,1.0,0.4,0.7,56.3,0.1,0.2,40.0,0.0,0.1,50.0,0.1,0.4,0.5,0.1,0.2,0.1,0.0,0.3,2.1,0,0,-1.9
Eric Bledsoe,#6,2017-18 ,MIL,7,32.1,13.6,5.3,12.0,44.0,1.0,3.1,31.8,2.0,2.9,70.0,0.4,3.1,3.6,3.7,2.1,1.0,0.9,2.7,26.9,0,0,2.4
Thon Maker,#7,2017-18 ,MIL,6,21.6,5.5,1.8,4.7,39.3,1.0,3.3,30.0,0.8,1.2,71.4,1.0,2.8,3.8,0.8,0.7,0.3,1.8,2.8,17.2,0,0,6.5
Thon Maker,#7,2016-17 ,MIL,6,19.4,5.8,2.0,5.2,38.7,0.3,1.7,20.0,1.5,1.8,81.8,1.3,1.8,3.2,2.0,1.3,0.8,1.8,3.0,19.3,0,0,-0.3
Matthew Dellavedova,#8,2017-18 ,MIL,6,12.9,2.0,0.7,2.0,33.3,0.3,1.5,22.2,0.3,0.3,100,0.2,0.7,0.8,2.7,1.0,0.3,0.0,1.0,7.0,0,0,-0.2
Matthew Dellavedova,#8,2016-17 ,MIL,6,26.4,7.7,2.7,6.8,39.0,1.0,2.7,37.5,1.3,1.7,80.0,0.2,1.8,2.0,2.0,1.2,0.2,0.0,0.8,12.4,0,0,0.5
Brandon Jennings,#11,2017-18 ,MIL,1,4.9,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,100,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,-1.0
Brandon Jennings,#11,2012-13 ,MIL,4,33.3,13.3,4.3,14.3,29.8,1.5,7.0,21.4,3.3,4.5,72.2,0.3,2.0,2.3,4.0,2.8,2.3,0.3,1.5,26.7,0,0,-10.5
